Facility PK,Name,Service Category,Service Type,BuildingNumber,PartnerType,PartnerTypeDetailed,Address,Address 2,Borough,Zip Code,Latitude,Longitude,Zip Code,AdditionalInfo,StartDate,EndDate,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday,Condoms (Male),FC2 (Female/Insertive Condoms),Lubricant,Facility Type,Website,Community Board,Council District,Census Tract,BIN,BBL,NTA
61070939,District Office of NYC Council Member Ben Kallos,Free Safer Sex Products,Condoms and Lubricant,,Government,NYC Council Member Office,244 East 93 Street,,Manhattan,10128,40.78281265,-73.94971013,212-568-4014,Find free safer sex products inside a dispenser located near the entrance at this nyc council member office.,1.90E+13,1.90E+13,9:00 AM - 5:00 PM,9:00 AM - 5:00 PM,9:00 AM - 5:00 PM,9:00 AM - 5:00 PM,9:00 AM - 5:00 PM,,,TRUE,TRUE,TRUE,,https://council.nyc.gov/district-5,108,5,15400,1089873,1015380021,MN32
61071162,"Northwell Health - Center for Young Adult, Adolescent and Pediatric HIV",Free Safer Sex Products,Condoms and Lubricant,,Hospital,None,"37-03 92 Street,First Floor",,Queens,11372,40.75057603,-73.87497701,5168653601,Find free safer sex products inside a bowl located on the counter at this location.,1.90E+13,1.90E+13,,3:00 PM - 7:00 PM,,,,,,TRUE,TRUE,TRUE,,https://www.northwell.edu/find-care/locations/center-young-adult-adolescent-and-pediatric-hiv,403,21,27500,4036483,4014800078,QN28
61070797,Atlantic Motor Inn,Free Safer Sex Products,Condoms and Lubricant,,Business,Hotel/Motel/Lodge/B&B,"1768 Atlantic Avenue,Front Desk",,Brooklyn,11213,40.67747574,-73.93175648,7187717171,Find free safer sex products inside a bowl located on the front desk at this hotel/motel/lodge/b&b.,1.90E+13,1.90E+13,12:00 AM - 12:00 AM,12:00 AM - 12:00 AM,12:00 AM - 12:00 AM,12:00 AM - 12:00 AM,12:00 AM - 12:00 AM,12:00 AM - 12:00 AM,12:00 AM - 12:00 AM,TRUE,TRUE,TRUE,,,308,36,30900,3389091,3013360028,BK61
61070888,Church of the Village,Free Safer Sex Products,Condoms and Lubricant,,Community-Based Organization/Non-Profit,Other,"201 West 13th street,n/a",,Manhattan,10011,40.73799353,-74.00047633,3474979718,Find free safer sex products inside a basket located at the 7th avenue entrance of the church at this location.,1.90E+13,1.90E+13,,10:00 AM - 3:00 PM,,,,11:00 AM - 2:00 PM,,TRUE,FALSE,TRUE,,,102,3,7700,1011113,1006180040,MN23
61071055,Industry Club,Free Safer Sex Products,Condoms and Lubricant,,Business,Night Club,355 West 52 Street,,Manhattan,10019,40.76418327,-73.98670817,917-684-8584,Find free safer sex products inside a fishbowl located behind the bar at this night club.,1.90E+13,1.90E+13,5:00 PM - 4:00 AM,5:00 PM - 4:00 AM,5:00 PM - 4:00 AM,5:00 PM - 4:00 AM,5:00 PM - 4:00 AM,5:00 PM - 4:00 AM,5:00 PM - 4:00 AM,TRUE,FALSE,TRUE,,,104,3,13300,1025239,1010430011,MN15
61070802,Bar 13,Free Safer Sex Products,Condoms and Lubricant,,Business,Bar/Lounge,35 East 13 Street,,Manhattan,10003,40.73444977,-73.99206528,NA,Find free safer sex products inside a fishbowl located on the 3rd fl. at this bar/lounge.,1.90E+13,1.90E+13,5:00 PM - 4:00 AM,5:00 PM - 4:00 AM,5:00 PM - 4:00 AM,5:00 PM - 4:00 AM,5:00 PM - 4:00 AM,5:00 PM - 4:00 AM,5:00 PM - 4:00 AM,TRUE,FALSE,FALSE,,,102,2,6100,1009214,1005650005,MN23
61070794,Apocalipsis Barber Shop,Free Safer Sex Products,Condoms and Lubricant,,Business,Barbershop,1269 Grand Concourse,,Bronx,10452,40.83595616,-73.91630667,NA,Find free safer sex products inside a fishbowl located in the front on the windowsill at this barbershop.,1.90E+13,1.90E+13,,,,,,,,TRUE,FALSE,FALSE,,,204,16,22102,2002862,2024660032,BX63
61071127,Milk and Honey (Formerly Island Tattoo),Free Safer Sex Products,Condoms and Lubricant,,Business,Tattoo Parlor,819 Castleton Avenue,,Staten Island,10310,40.63472934,-74.10963322,NA,Find free safer sex products inside a fishbowl located in the back at this tattoo parlor.,1.90E+13,1.90E+13,,,,,,,,TRUE,FALSE,FALSE,,,501,49,10500,5106579,5001510076,SI35
61071324,Twisted Rootz Juice Bar & Cafe,Free Safer Sex Products,Condoms and Lubricant,,Community-Based Organization/Non-Profit,Other,7905 Flatlands Avenue,,Brooklyn,11236,40.63510079,-73.91391859,(646) 509-9309,Find free safer sex products at this location.,1.90E+13,1.90E+13,,,,,,,,TRUE,TRUE,TRUE,,,318,46,95000,3396494,3080000108,BK50
61070871,Camera Ready Kutz Inc,Free Safer Sex Products,Condoms and Lubricant,,Community-Based Organization/Non-Profit,Other,73 Utica Avenue,,Brooklyn,11213,40.6764072,-73.93039121,(347) 349-5889,Find free safer sex products at this location.,1.90E+13,1.90E+13,,,,,,,,TRUE,TRUE,TRUE,,,308,36,30700,3035704,3013430012,BK61
61071189,O'Macka-Z Barbershop,Free Safer Sex Products,Condoms and Lubricant,,Community-Based Organization/Non-Profit,Other,3513 Church Avenue,,Brooklyn,11203,40.65107787,-73.94454466,(718) 219-1401,Find free safer sex products at this location.,1.90E+13,1.90E+13,,,,,,,,TRUE,TRUE,TRUE,,,317,40,81600,3108723,3048720032,BK91
61071027,HASA Center #51 Queensboro,Free Safer Sex Products,Condoms and Lubricant,,Government,Community Center,33-28 Northern Boulevard,,Queens,11101,40.75200066,-73.92999791,NA,Find free safer sex products inside a dispenser (2) located in the waiting room at this community center.,1.90E+13,1.90E+13,,,,,,,,TRUE,FALSE,TRUE,,,401,26,17100,4461879,4002140240,QN31
61070960,East Side Club,Free Safer Sex Products,Condoms and Lubricant,,Business,Men's Spa,"227 East 56 Street,6th Floor",,Manhattan,10022,40.75926076,-73.96726742,212-876-2300,Find free safer sex products inside a dispenser located on the counter at this men's spa.,1.90E+13,1.90E+13,,,,,,,,TRUE,FALSE,TRUE,,,106,4,10800,1038592,1013300011,MN19
61071264,Stephlova'S Cafe,Free Safer Sex Products,Condoms and Lubricant,,Community-Based Organization/Non-Profit,Other,952 Utica Avenue,,Brooklyn,11203,40.64959332,-73.93016343,(917) 334-5856,Find free safer sex products at this location.,1.90E+13,1.90E+13,,,,,,,,TRUE,TRUE,TRUE,,,317,45,86000,3103715,3047210012,BK91
61070988,Flaming Saddles,Free Safer Sex Products,Condoms and Lubricant,,Business,Bar/Lounge,793 9 Avenue,,Manhattan,10019,40.76515777,-73.98773683,929-252-4617,Find free safer sex products inside a fishbowl located behind the bar at this bar/lounge.,1.90E+13,1.90E+13,3:00 PM - 4:00 AM,3:00 PM - 4:00 AM,3:00 PM - 4:00 AM,3:00 PM - 4:00 AM,3:00 PM - 4:00 AM,2:00 PM - 4:00 AM,2:00 PM - 4:00 AM,TRUE,TRUE,TRUE,,,104,3,13300,1026751,1010620035,MN15
61071289,The Duplex,Free Safer Sex Products,Condoms and Lubricant,,Business,Bar/Lounge,61 Christopher Street,,Manhattan,10014,40.73368972,-74.0023526,718-466-4556,Find free safer sex products inside a fishbowl located in the back near the restroom at this bar/lounge.,1.90E+13,1.90E+13,4:00 PM - 4:00 AM,4:00 PM - 4:00 AM,4:00 PM - 4:00 AM,4:00 PM - 4:00 AM,4:00 PM - 4:00 AM,4:00 PM - 4:00 AM,4:00 PM - 4:00 AM,TRUE,FALSE,FALSE,,,102,3,7300,1082224,1006100001,MN23
61070790,Amadores Barber Shop  (Formerly  Premium Cuts/ Los Socios),Free Safer Sex Products,Condoms and Lubricant,,Business,Barbershop,86 Nagle Avenue,,Manhattan,10040,40.86044704,-73.92787689,NA,Find free safer sex products inside a dispenser located in the back near the restrooms at this barbershop.,1.90E+13,1.90E+13,,,,,,,,TRUE,FALSE,FALSE,,,112,10,28500,1077239,1021740199,MN35
61070798,Atlas Social Club,Free Safer Sex Products,Condoms and Lubricant,,Business,Night Club,753 9 Avenue,,Manhattan,10019,40.76390351,-73.98865398,718-651-2797,Find free safer sex products inside a fishbowl located behind the bar at this night club.,1.90E+13,1.90E+13,4:00 PM - 4:00 AM,4:00 PM - 4:00 AM,4:00 PM - 4:00 AM,4:00 PM - 4:00 AM,4:00 PM - 4:00 AM,4:00 PM - 4:00 AM,4:00 PM - 4:00 AM,TRUE,TRUE,TRUE,,,104,3,13300,1026689,1010600035,MN15
61071331,Up and Down,Free Safer Sex Products,Condoms and Lubricant,,Business,Bar/Lounge,244 West 14 Street,,Manhattan,10011,40.73909418,-74.00100679,212-316-8400,Find free safer sex products inside a fishbowl located inside at this bar/lounge.,1.90E+13,1.90E+13,,11:00 PM - 4:00 AM,,11:00 PM - 4:00 AM,11:00 PM - 4:00 AM,11:00 PM - 4:00 AM,,TRUE,FALSE,FALSE,,,102,3,7700,1011099,1006180010,MN23
61071158,New Women Space,Free Safer Sex Products,Condoms and Lubricant,,Community-Based Organization/Non-Profit,Women's Center,"188 Woodpoint Road,#1A",,Brooklyn,11211,40.71632817,-73.94203716,4697335051,Find free safer sex products inside a clear plastic 1-2 gal box located in both bathrooms at this women's center.,1.90E+13,1.90E+13,5:00 PM - 10:00 PM,5:00 PM - 10:00 PM,5:00 PM - 9:30 PM,12:00 PM - 10:00 PM,5:00 PM - 10:00 PM,12:00 PM - 10:00 PM,12:00 PM - 10:00 PM,TRUE,FALSE,TRUE,,,301,34,47700,3398004,3028837502,BK90
61070972,Evolution,Free Safer Sex Products,Condoms and Lubricant,,Business,Night Club,76-19 Roosevelt Avenue,,Queens,11372,40.74706649,-73.88932225,NA,Find free safer sex products inside a dispenser located downstairs near the exit at this night club.,1.90E+13,1.90E+13,,,,,,,,TRUE,FALSE,TRUE,,,403,25,28700,4029880,4012870037,QN28
61071244,Sathi Nails & Spa,Free Safer Sex Products,Condoms and Lubricant,,Community-Based Organization/Non-Profit,Other,180 East 104 Street,,Manhattan,10029,40.79046891,-73.9461724,(646) 669-8800,Find free safer sex products at this location.,1.90E+13,1.90E+13,,,,,,,,TRUE,TRUE,TRUE,,,111,8,16600,1051930,1016310041,MN33
61071150,Neighborhood Cut And Shave,Free Safer Sex Products,Condoms and Lubricant,,Community-Based Organization/Non-Profit,Other,250 East Houston Street,,Manhattan,10002,40.72193022,-73.98532047,(917) 965-2548,Find free safer sex products at this location.,1.90E+13,1.90E+13,,,,,,,,TRUE,TRUE,TRUE,,,103,2,3002,1004960,1003977503,MN22
61071304,The TOV Residence,Free Safer Sex Products,Condoms and Lubricant,,Business,Other,"2287 University Avenue,Office",,Bronx,10468,40.86065697,-73.90683254,(347) 349-6426,Find free safer sex products inside a basket located in the lobby at this location.,1.90E+13,1.90E+13,9:00 AM - 5:00 PM,9:00 AM - 5:00 PM,9:00 AM - 5:00 PM,9:00 AM - 5:00 PM,9:00 AM - 5:00 PM,,,TRUE,TRUE,TRUE,,,207,14,25500,2014748,2032180065,BX30
61071267,Subway Inn,Free Safer Sex Products,Condoms and Lubricant,,Business,Bar/Lounge,1140 2 Avenue,,Manhattan,10065,40.76131829,-73.96380462,NA,Find free safer sex products inside a dispenser located near the bar at this bar/lounge.,1.90E+13,1.90E+13,11:00 AM - 4:00 AM,11:00 AM - 4:00 AM,11:00 AM - 4:00 AM,11:00 AM - 4:00 AM,11:00 AM - 4:00 AM,12:00 PM - 4:00 AM,12:00 PM - 4:00 AM,TRUE,FALSE,TRUE,,,108,5,11000,1081227,1014350001,MN31
61071012,"Haitian Centers Council, Inc.",Free Safer Sex Products,Condoms and Lubricant,,Community-Based Organization/Non-Profit,Social Service,"3807 Church Avenue,n/a",,Brooklyn,11203,40.65118077,-73.94171198,(718) 940-2200,Find free safer sex products inside a dispenser located in the back near the restroom at this social service.,1.90E+13,1.90E+13,9:00 AM - 5:00 PM,9:00 AM - 5:00 PM,9:00 AM - 5:00 PM,9:00 AM - 5:00 PM,9:00 AM - 5:00 PM,,,TRUE,FALSE,FALSE,,www.hccinc.org,317,41,81400,3394916,3048750038,BK91
61071166,NYC Anti-Violence Project,Free Safer Sex Products,Condoms and Lubricant,,Community-Based Organization/Non-Profit,Community Center,116 Nassau Street,,Manhattan,10038,40.7108366,-74.00699767,347-987-3101,Find free safer sex products inside a fishbowl located in the waiting room at this community center.,1.90E+13,1.90E+13,10:00 AM - 6:00 PM,10:00 AM - 6:00 PM,10:00 AM - 6:00 PM,10:00 AM - 6:00 PM,10:00 AM - 6:00 PM,,,TRUE,TRUE,TRUE,,,101,1,1501,1079094,1000920024,MN25
61070833,Bluestockings,Free Safer Sex Products,Condoms and Lubricant,,Business,Book Store,"172 Allen Street,n/a",,Manhattan,10002,40.7213323,-73.98927094,212-982-1633,Find free safer sex products inside a fishbowl located in the cafe area and reading area at this book store.,1.90E+13,1.90E+13,11:00 AM - 11:00 PM,11:00 AM - 11:00 PM,11:00 AM - 11:00 PM,11:00 AM - 11:00 PM,11:00 AM - 11:00 PM,11:00 AM - 11:00 PM,11:00 AM - 11:00 PM,TRUE,TRUE,TRUE,,,103,1,3001,1005522,1004160053,MN27
61071232,Rebar (Formerly  Lounge),Free Safer Sex Products,Condoms and Lubricant,,Business,Bar/Lounge,225 West 19 Street,,Manhattan,10011,40.74202832,-73.99834359,NA,Find free safer sex products inside a fishbowl located near the coat room at this bar/lounge.,1.90E+13,1.90E+13,,,,,,,,TRUE,TRUE,TRUE,,,104,3,8700,1013976,1007697504,MN13
61070958,East Harlem District Office,Free Safer Sex Products,Condoms and Lubricant,,Government,NYC Council Member Office,"105 East 116 Street,Council Office",,Manhattan,10029,40.79907476,-73.94268359,212-828-9800,Find free safer sex products inside a fishbowl located in the office lobby at this nyc council member office.,1.90E+13,1.90E+13,9:00 AM - 6:00 PM,9:00 AM - 6:00 PM,9:00 AM - 6:00 PM,9:00 AM - 6:00 PM,9:00 AM - 5:00 PM,,,TRUE,TRUE,FALSE,,,111,8,18200,1052282,1016440005,MN34
61071326,Uncle Charlie's,Free Safer Sex Products,Condoms and Lubricant,,Business,Bar/Lounge,139 East 45 Street,,Manhattan,10017,40.7531774,-73.97418954,NA,Find free safer sex products inside a dispenser located near the bar at this bar/lounge.,1.90E+13,1.90E+13,,,,,,,,TRUE,FALSE,TRUE,,,106,4,9200,1036191,1013000025,MN19
61070994,Frodi Dominican Style & Barbershop,Free Safer Sex Products,Condoms and Lubricant,,Community-Based Organization/Non-Profit,Other,1025 Rutland Road,,Brooklyn,11212,40.66310582,-73.92571935,(718) 773-2701,Find free safer sex products at this location.,1.90E+13,1.90E+13,,,,,,,,TRUE,TRUE,TRUE,,,317,41,88400,3099465,3045970046,BK96
61071259,Spanish Speaking Elderly Council,Free Safer Sex Products,Condoms and Lubricant,,Community-Based Organization/Non-Profit,Community Center,460 Atlantic Avenue,,Brooklyn,11217,40.68628909,-73.98322261,NA,Find free safer sex products inside a fishbowl located in the reception area at this community center.,1.90E+13,1.90E+13,,,,,,,,TRUE,FALSE,TRUE,,,302,33,4100,3000937,3001840025,BK38
61071167,NYC Central Harlem Sexual Health Clinic,Free Safer Sex Products,Condoms and Lubricant,,Sexual Health Clinics (NYC DOHMH),Clinical Facility,"2238 5 Avenue,1st Floor",,Manhattan,10037,40.81363815,-73.93699193,311,Find free safer sex products inside a fishbowl located in the front at this NYC Sexual Health Clinic (DOHMH),1.90E+13,1.90E+13,8:30 AM - 3:30 PM,8:30 AM - 3:30 PM,8:30 AM - 3:30 PM,8:30 AM - 3:30 PM,8:30 AM - 3:30 PM,,,TRUE,TRUE,TRUE,,http://www1.nyc.gov/site/doh/services/sexual-health-clinics.page,110,9,21200,1053900,1017340034,MN03
61070946,Don't Tell Mama,Free Safer Sex Products,Condoms and Lubricant,,Business,Bar/Lounge,343 West 46 Street,,Manhattan,10036,40.76033263,-73.98919605,718-538-7427,Find free safer sex products inside a fishbowl located in the back at this bar/lounge.,1.90E+13,1.90E+13,4:00 PM - 2:30 AM,4:00 PM - 2:30 AM,4:00 PM - 2:30 AM,4:00 PM - 2:30 AM,4:00 PM - 3:30 AM,4:00 PM - 3:30 AM,4:00 PM - 2:30 AM,TRUE,FALSE,TRUE,,,104,3,12700,1025083,1010370113,MN15
61071258,South Island Medical Associates,Free Safer Sex Products,Condoms and Lubricant,,Community-Based Organization/Non-Profit,Other,8918 Avenue L,,Brooklyn,11236,40.63494217,-73.90104552,(718) 241-1234,Find free safer sex products at this location.,1.90E+13,1.90E+13,,,,,,,,TRUE,TRUE,TRUE,,,318,46,100800,3227006,3080680037,BK50
61071030,HASA Center #73 Brownsville,Free Safer Sex Products,Condoms and Lubricant,,Government,Community Center,94 Flatbush Avenue,,Brooklyn,11217,40.68561036,-73.97860391,NA,Find free safer sex products inside a dispenser located in the waiting room at this community center.,1.90E+13,1.90E+13,,,,,,,,TRUE,TRUE,FALSE,,,302,33,3900,3000602,3001740018,BK38
61071322,True Colors Bar,Free Safer Sex Products,Condoms and Lubricant,,Business,Bar/Lounge,79-15 Roosevelt Avenue,,Queens,11372,40.74736838,-73.88648505,718-218-8787,Find free safer sex products inside a dispenser located in the front near the entrance at this bar/lounge.,1.90E+13,1.90E+13,5:00 AM - 4:00 AM,5:00 AM - 4:00 AM,5:00 AM - 4:00 AM,5:00 AM - 4:00 AM,5:00 AM - 4:00 AM,5:00 AM - 4:00 AM,5:00 AM - 4:00 AM,TRUE,FALSE,TRUE,,,403,25,28500,4029974,4012900040,QN28
61070881,Cervante Restaurant,Free Safer Sex Products,Condoms and Lubricant,,Business,Restaurant,536 East 138 Street,,Bronx,10454,40.80715701,-73.91830449,NA,Find free safer sex products inside a dispenser located inside at this restaurant.,1.90E+13,1.90E+13,,,,,,,,FALSE,FALSE,FALSE,,,201,8,2500,2000042,2022650039,BX39
61070929,D'Clase (Formerly New United Barbershop),Free Safer Sex Products,Condoms and Lubricant,,Business,Barbershop,2 East 167 Street,,Bronx,10452,40.83603716,-73.92221162,NA,Find free safer sex products inside a dispenser/fishbowl located in the back near the register at this barbershop.,1.90E+13,1.90E+13,,,,,,,,TRUE,FALSE,FALSE,,,204,16,19700,2003026,2024960052,BX63
61070978,F+S Barbershop,Free Safer Sex Products,Condoms and Lubricant,,Community-Based Organization/Non-Profit,Other,4410 Church Avenue,,Brooklyn,11203,40.65146315,-73.93596002,(718) 282-2608,Find free safer sex products at this location.,1.90E+13,1.90E+13,,,,,,,,TRUE,TRUE,TRUE,,,317,45,86000,3109867,3048980004,BK91
61070782,Albatross Bar,Free Safer Sex Products,Condoms and Lubricant,,Business,Bar/Lounge,36-19 24 Avenue,,Queens,11103,40.77038417,-73.91268163,NA,Find free safer sex products inside a fishbowl located at the bar at this bar/lounge.,1.90E+13,1.90E+13,5:00 PM - 4:00 AM,5:00 PM - 4:00 AM,5:00 PM - 4:00 AM,5:00 PM - 4:00 AM,5:00 PM - 4:00 AM,5:00 PM - 4:00 AM,1:00 PM - 4:00 AM,TRUE,TRUE,TRUE,,,401,22,11700,4016234,4008190075,QN72
61071300,The Osborne Association,Free Safer Sex Products,Condoms and Lubricant,,Community-Based Organization/Non-Profit,Social Service,809 WESTCHESTER AVENUE,,Bronx,10455,40.81913661,-73.90266014,NA,Find free safer sex products inside a bucket located in the lobby at this social service.,1.90E+13,1.90E+13,,,,,,,,TRUE,TRUE,TRUE,,,201,17,7700,2004795,2026660041,BX34
61070873,Cardiology Unlimited,Free Safer Sex Products,Condoms and Lubricant,,Private Practice,Physician,"629 West 185 Street,2nd Floor",,Manhattan,10033,40.85207315,-73.93288157,(212) 781-9223,Find free safer sex products at this physician.,1.90E+13,1.90E+13,8:00 AM - 6:00 PM,8:00 AM - 6:00 PM,8:00 AM - 6:00 PM,8:00 AM - 6:00 PM,8:00 AM - 6:00 PM,8:00 AM - 12:00 PM,,TRUE,TRUE,TRUE,,,112,10,27100,1063974,1021660057,MN35
61070784,Ali Forney Center - Drop In Center,Free Safer Sex Products,Condoms and Lubricant,,Community-Based Organization/Non-Profit,Community Center,"321 West 125 Street,2nd Floor",,Manhattan,10027,40.81043671,-73.95179164,718-469-7363,Find free safer sex products inside a dispenser (2) located in the lounge and hallway at this community center.,1.90E+13,1.90E+13,10:00 AM - 6:00 PM,10:00 AM - 6:00 PM,10:00 AM - 6:00 PM,10:00 AM - 6:00 PM,10:00 AM - 6:00 PM,10:00 AM - 6:00 PM,10:00 AM - 6:00 PM,TRUE,TRUE,TRUE,,,110,9,25700,1059310,1019520019,MN11
61070779,Ahma Rx,Free Safer Sex Products,Condoms and Lubricant,,Community-Based Organization/Non-Profit,Other,2381 Frederick Douglass Boulevard,,Manhattan,0,0,0,(212) 749-6626,Find free safer sex products at this location.,1.90E+13,1.90E+13,,,,,,,,TRUE,TRUE,TRUE,,,,,,,1,
61071129,Miti Miti,Free Safer Sex Products,Condoms and Lubricant,,Business,Restaurant,138 5 Avenue,,Brooklyn,11217,40.67867163,-73.97894144,212-307-1503,Find free safer sex products inside a fishbowl located by the bar at this restaurant.,1.90E+13,1.90E+13,11:00 AM - 11:30 PM,11:00 AM - 11:30 PM,11:00 AM - 11:30 PM,11:00 AM - 11:30 PM,11:00 AM - 2:00 AM,10:00 AM - 2:00 AM,10:00 AM - 11:30 PM,TRUE,TRUE,TRUE,,,306,39,13100,3019165,3009430043,BK37
61071347,Women's Health OB/Gyn,Free Safer Sex Products,Condoms and Lubricant,,Community Health Center,Other,"3444 Kossuth Avenue,2nd Floor",,Bronx,10467,40.88060988,-73.88159166,7189202273,Find free safer sex products inside a bowl located at the front desk counter and with provider/staff at this location.,1.90E+13,1.90E+13,8:30 AM - 5:00 PM,8:30 AM - 5:00 PM,8:30 AM - 5:00 PM,8:30 AM - 5:00 PM,8:30 AM - 5:00 PM,,,TRUE,TRUE,TRUE,,,207,11,42100,2094749,2033270001,BX43
61071341,West Vibe Salon,Free Safer Sex Products,Condoms and Lubricant,,Business,Beauty Salon,451 West 46 Street,,Manhattan,10036,40.76180959,-73.99271178,212-854-3612,Find free safer sex products inside a fishbowl located in the front at this beauty salon.,1.90E+13,1.90E+13,11:00 AM - 8:00 PM,11:00 AM - 8:00 PM,11:00 AM - 8:00 PM,11:00 AM - 8:00 PM,11:00 AM - 8:00 PM,10:00 AM - 6:00 PM,11:00 AM - 6:00 PM,TRUE,TRUE,TRUE,,,104,3,12700,1026481,1010560011,MN15
